Date,City,Temperature (°C),Humidity (%),Rainfall (mm),Wind Speed (km/h),Weather Condition,Recommended Crop
2016-09-06,Kochi,39.5,35,0.0,6.9,Stormy,Cucumber
2019-08-07,Bhopal,22.1,26,0.0,9.7,Foggy,Muskmelon
2019-02-20,Nagpur,31.4,87,0.0,8.8,Drizzle,Muskmelon
2018-06-30,Kolkata,37.4,44,50.6,20.7,Stormy,Cucumber
2021-07-15,Kochi,26.2,39,201.1,3.8,Cloudy,Rice
2021-08-18,Hyderabad,30.5,83,0.0,11.5,Rainy,Pumpkin
2020-09-12,Hyderabad,20.1,71,0.0,4.0,Hazy,Bitter Gourd
2021-08-22,Delhi,26.2,48,0.0,20.4,Sunny,Muskmelon
2015-08-10,Patna,22.8,84,0.0,11.4,Stormy,Bitter Gourd
2016-09-19,Hyderabad,24.1,38,0.0,27.8,Sunny,Watermelon
2015-08-13,Chennai,17.8,45,126.6,4.9,Stormy,Muskmelon
2019-04-16,Visakhapatnam,34.6,60,0.0,18.9,Sunny,Pumpkin
2020-12-15,Indore,39.5,44,0.0,48.5,Stormy,Cucumber
2015-06-15,Patna,40.6,52,0.0,38.9,Cloudy,Muskmelon
2020-11-04,Coimbatore,29.0,76,0.0,29.2,Cloudy,Watermelon
2023-02-20,Visakhapatnam,29.6,36,0.0,33.9,Stormy,Cucumber
2021-06-21,Delhi,16.2,32,266.1,31.9,Hazy,Bitter Gourd
2018-06-06,Chandigarh,15.8,78,0.0,21.9,Cloudy,Mustard
2019-08-14,Lucknow,31.3,50,0.0,35.5,Hazy,Muskmelon
2020-06-06,Mumbai,40.4,52,41.8,16.1,Sunny,Cucumber
2017-06-24,Patna,15.2,41,0.0,28.3,Rainy,Lentils
2018-12-03,Lucknow,29.4,42,207.9,48.4,Cloudy,Jute
2023-01-10,Pune,21.0,61,0.0,2.3,Drizzle,Muskmelon
2017-07-08,Mumbai,11.7,31,0.0,18.4,Sunny,Lentils
2016-09-08,Indore,12.4,58,0.0,35.2,Foggy,Lentils
2018-08-07,Pune,41.3,64,16.2,24.4,Sunny,Bitter Gourd
2015-03-02,Nagpur,35.1,69,45.9,10.8,Foggy,Cucumber
2018-05-24,Kochi,38.0,62,0.0,46.5,Foggy,Cucumber
2017-05-09,Coimbatore,37.9,90,52.0,45.0,Drizzle,Muskmelon
2018-01-02,Nagpur,36.4,54,134.5,13.3,Hazy,Cotton
2018-04-16,Lucknow,24.4,59,0.0,7.1,Rainy,Watermelon
2018-03-03,Pune,22.5,43,0.0,33.7,Sunny,Muskmelon
2015-06-04,Lucknow,31.2,43,0.0,12.7,Sunny,Pumpkin
2018-04-19,Ahmedabad,25.6,29,0.0,12.5,Sunny,Watermelon
2021-03-09,Lucknow,35.2,29,261.3,5.4,Stormy,Maize
2021-09-17,Lucknow,10.2,95,0.0,22.5,Foggy,Barley
2018-05-17,Lucknow,14.8,83,155.6,30.2,Stormy,Watermelon
2018-05-06,Jaipur,32.9,34,0.0,19.4,Drizzle,Bitter Gourd
2022-12-27,Kolkata,12.9,46,0.0,22.5,Rainy,Wheat
2024-04-26,Ahmedabad,31.8,61,0.0,18.4,Cloudy,Bitter Gourd
2023-04-06,Indore,30.7,91,0.0,46.2,Drizzle,Pumpkin
2018-01-11,Kolkata,22.6,30,0.0,9.3,Foggy,Watermelon
2015-08-21,Mumbai,28.7,92,68.4,18.5,Cloudy,Bitter Gourd
2020-01-10,Ahmedabad,11.1,54,136.1,21.9,Rainy,Pumpkin
2024-06-11,Kolkata,16.2,22,0.0,31.3,Foggy,Gram
2023-10-11,Bangalore,28.8,36,0.0,24.6,Sunny,Watermelon
2015-01-25,Pune,36.3,85,129.2,35.9,Cloudy,Jute
2023-06-04,Kochi,12.8,58,0.0,48.9,Drizzle,Wheat
2019-04-17,Bangalore,26.4,68,119.6,20.2,Rainy,Soybean
2023-05-14,Visakhapatnam,13.0,28,0.0,17.4,Foggy,Lentils
2016-10-05,Delhi,21.4,67,263.6,23.2,Foggy,Muskmelon
2020-12-31,Chandigarh,21.2,81,0.0,27.3,Sunny,Pumpkin
2020-05-28,Coimbatore,42.4,25,0.0,18.3,Rainy,Muskmelon
2018-04-18,Delhi,29.7,82,0.0,38.1,Stormy,Cucumber
2024-12-15,Patna,28.8,65,0.0,37.7,Stormy,Bitter Gourd
2024-09-28,Mumbai,31.5,47,0.0,43.8,Rainy,Watermelon
2016-11-09,Ahmedabad,22.1,53,0.0,19.0,Hazy,Muskmelon
2024-03-30,Mumbai,31.5,36,0.0,17.1,Foggy,Pumpkin
2024-09-03,Patna,22.4,97,0.0,31.5,Foggy,Muskmelon
2017-09-25,Ahmedabad,35.8,60,0.0,31.5,Foggy,Watermelon
2019-04-06,Lucknow,33.7,57,0.0,25.1,Foggy,Bitter Gourd
2020-01-07,Delhi,33.5,100,0.0,14.0,Drizzle,Cucumber
2023-06-11,Bhopal,39.5,85,0.0,33.9,Foggy,Muskmelon
2019-10-05,Nagpur,44.5,28,0.0,11.5,Rainy,Bitter Gourd
2022-04-24,Kochi,30.6,24,0.0,26.4,Stormy,Bitter Gourd
2019-01-08,Jaipur,21.6,53,0.0,15.2,Rainy,Watermelon
2019-08-12,Indore,22.9,67,0.0,46.6,Rainy,Muskmelon
2019-11-14,Kolkata,35.4,30,147.3,35.2,Stormy,Groundnut
2023-05-10,Mumbai,21.6,38,120.0,37.8,Rainy,Cucumber
2021-10-09,Chandigarh,37.6,45,0.0,0.7,Stormy,Cucumber
2019-10-11,Jaipur,22.4,46,0.0,33.8,Stormy,Bitter Gourd
2019-12-03,Kolkata,32.1,51,166.9,32.6,Hazy,Maize
2022-05-05,Chandigarh,12.0,65,0.0,23.3,Sunny,Barley
2022-03-30,Patna,31.1,96,198.7,37.0,Stormy,Groundnut
2021-08-31,Kolkata,40.4,64,0.0,16.3,Drizzle,Cucumber
2018-07-31,Hyderabad,13.6,20,102.8,46.9,Rainy,Cucumber
2017-05-28,Bhopal,29.6,29,0.0,0.5,Cloudy,Pumpkin
2022-08-04,Nagpur,34.8,64,294.7,2.7,Rainy,Maize
2018-07-25,Hyderabad,39.8,75,0.0,3.6,Cloudy,Pumpkin
2022-01-03,Bhopal,39.8,52,297.4,31.5,Hazy,Millets
2017-12-09,Mumbai,12.9,31,0.0,27.7,Stormy,Gram
2015-05-06,Kolkata,13.9,51,0.0,27.5,Stormy,Mustard
2019-10-03,Lucknow,39.4,50,0.0,38.0,Foggy,Bitter Gourd
2024-06-07,Kolkata,19.6,66,87.2,2.9,Drizzle,Muskmelon
2016-05-28,Visakhapatnam,35.0,85,0.0,3.5,Drizzle,Bitter Gourd
2018-09-10,Bhopal,33.8,38,0.0,44.8,Foggy,Watermelon
2024-07-06,Jaipur,35.2,84,0.0,36.9,Cloudy,Muskmelon
2024-12-05,Nagpur,41.3,30,110.2,7.8,Hazy,Pigeon Pea
2016-12-06,Hyderabad,21.6,39,0.0,43.9,Cloudy,Pumpkin
2019-01-04,Nagpur,39.2,89,0.0,25.6,Foggy,Watermelon
2023-07-19,Hyderabad,12.1,83,145.7,27.6,Hazy,Pumpkin
2019-11-11,Pune,32.6,22,0.0,4.4,Stormy,Muskmelon
2024-03-30,Coimbatore,35.3,24,0.0,8.6,Stormy,Watermelon
2015-06-23,Chandigarh,23.5,51,0.0,17.5,Drizzle,Muskmelon
2017-02-11,Indore,22.1,23,3.8,7.2,Drizzle,Muskmelon
2018-10-09,Coimbatore,33.4,82,0.0,48.3,Cloudy,Bitter Gourd
2015-02-11,Ahmedabad,32.0,80,0.0,12.3,Drizzle,Muskmelon
2020-11-27,Indore,44.8,89,0.0,25.0,Drizzle,Pumpkin
2015-04-21,Coimbatore,38.9,97,0.0,47.4,Sunny,Pumpkin
2017-10-13,Bangalore,22.6,24,202.0,33.4,Hazy,Muskmelon
2024-07-08,Lucknow,20.0,90,0.0,7.2,Sunny,Muskmelon
2020-01-25,Hyderabad,19.4,77,0.0,4.3,Drizzle,Gram
2022-03-07,Mumbai,27.4,85,0.0,39.8,Stormy,Muskmelon
2023-05-17,Patna,26.0,56,0.0,45.9,Rainy,Bitter Gourd
2023-08-12,Bhopal,40.2,88,0.0,47.4,Foggy,Bitter Gourd
2020-04-23,Coimbatore,31.9,97,0.0,28.8,Drizzle,Cucumber
2021-09-11,Bangalore,16.3,59,0.0,12.4,Rainy,Peas
2023-01-22,Indore,32.8,64,0.0,6.8,Rainy,Muskmelon
2022-12-10,Coimbatore,32.6,68,108.4,26.4,Rainy,Jute
2019-03-15,Chandigarh,37.9,65,0.0,12.6,Drizzle,Bitter Gourd
2018-05-20,Ahmedabad,42.2,97,0.0,3.3,Sunny,Cucumber
2022-03-06,Bangalore,26.0,43,20.5,30.8,Hazy,Muskmelon
2016-02-29,Chennai,34.4,63,175.4,3.8,Rainy,Pigeon Pea
2019-01-10,Visakhapatnam,11.9,38,0.0,4.9,Hazy,Lentils
2018-08-30,Kolkata,17.7,29,0.0,28.2,Cloudy,Gram
2017-09-17,Lucknow,38.1,90,0.0,43.7,Stormy,Muskmelon
2020-02-29,Chennai,24.0,92,296.5,32.7,Cloudy,Muskmelon
2018-02-22,Lucknow,38.3,79,155.1,33.4,Hazy,Groundnut
2018-10-20,Bhopal,19.0,82,0.0,46.8,Hazy,Lentils
2020-07-04,Chandigarh,27.4,35,0.0,25.3,Rainy,Cucumber
2024-02-23,Kolkata,37.6,83,0.0,8.8,Foggy,Watermelon
2017-04-21,Lucknow,39.6,71,0.0,23.3,Cloudy,Muskmelon
2016-12-20,Chennai,31.5,24,0.0,49.9,Foggy,Muskmelon
2022-01-14,Nagpur,20.8,40,0.0,35.1,Sunny,Bitter Gourd
2023-07-24,Coimbatore,34.2,71,30.7,24.0,Cloudy,Muskmelon
2020-08-27,Lucknow,16.5,66,133.6,12.2,Drizzle,Bitter Gourd
2016-08-23,Kolkata,22.8,22,117.6,35.5,Hazy,Pumpkin
2015-08-21,Ahmedabad,14.9,97,0.0,2.0,Rainy,Lentils
2022-11-18,Chennai,37.4,47,0.0,23.2,Rainy,Bitter Gourd
2024-06-18,Chennai,39.1,25,237.7,2.8,Cloudy,Jute
2019-11-09,Kolkata,30.0,74,0.0,30.6,Rainy,Bitter Gourd
2016-02-01,Jaipur,31.9,89,0.0,25.3,Foggy,Pumpkin
2018-07-05,Patna,31.8,90,37.3,3.9,Stormy,Pumpkin
2019-04-20,Chandigarh,25.0,60,0.0,22.8,Sunny,Cucumber
2017-03-17,Ahmedabad,38.4,46,232.8,33.7,Stormy,Soybean
2016-09-03,Pune,10.8,90,0.0,36.3,Rainy,Barley
2015-02-04,Chandigarh,12.9,91,0.0,13.3,Cloudy,Gram
2017-10-26,Bangalore,32.3,40,251.4,36.9,Cloudy,Maize
2017-06-23,Chennai,23.7,46,0.0,32.8,Drizzle,Pumpkin
2016-03-02,Delhi,21.8,42,0.0,26.3,Cloudy,Pumpkin
2017-04-01,Coimbatore,13.1,70,0.0,18.0,Stormy,Mustard
2017-08-28,Indore,12.3,91,74.8,7.7,Drizzle,Cucumber
2024-01-16,Bhopal,34.4,43,0.0,40.9,Rainy,Muskmelon
2016-10-17,Lucknow,27.1,92,0.0,20.8,Stormy,Watermelon
2018-03-26,Kochi,22.2,58,0.0,4.0,Stormy,Muskmelon
2021-05-27,Indore,40.0,42,0.0,30.6,Sunny,Pumpkin
2023-02-15,Kolkata,44.4,57,0.0,4.6,Foggy,Bitter Gourd
2016-01-16,Kochi,12.8,79,0.0,45.3,Rainy,Wheat
2022-06-14,Chennai,44.2,65,0.0,42.6,Sunny,Pumpkin
2015-08-03,Chennai,43.6,70,290.9,40.0,Hazy,Millets
2020-12-12,Kolkata,25.6,39,0.0,0.4,Foggy,Watermelon
2023-08-04,Nagpur,22.0,49,0.0,3.2,Foggy,Muskmelon
2016-12-17,Visakhapatnam,28.7,49,0.0,29.3,Cloudy,Watermelon
2017-01-25,Patna,39.7,67,0.0,23.6,Sunny,Muskmelon
2017-05-18,Bangalore,39.0,50,0.0,30.5,Hazy,Bitter Gourd
2018-01-30,Bhopal,20.5,91,9.1,21.4,Cloudy,Watermelon
2018-07-23,Indore,11.4,46,0.0,29.4,Sunny,Gram
2024-08-01,Hyderabad,32.6,57,113.4,5.4,Stormy,Rice
2017-08-05,Bhopal,38.3,31,0.0,12.2,Foggy,Pumpkin
2019-05-18,Delhi,22.4,91,0.0,12.3,Hazy,Pumpkin
2019-11-13,Mumbai,35.2,88,0.0,40.8,Hazy,Watermelon
2018-06-24,Indore,21.9,93,0.0,26.9,Stormy,Cucumber
2017-08-31,Jaipur,20.5,37,0.0,4.7,Stormy,Cucumber
2015-01-19,Bangalore,37.8,47,0.0,12.5,Stormy,Cucumber
2021-08-25,Chennai,42.6,36,0.0,42.3,Rainy,Cucumber
2021-09-08,Chandigarh,21.1,84,0.0,45.0,Stormy,Watermelon
2015-05-05,Coimbatore,13.5,51,98.4,33.2,Rainy,Cucumber
2021-08-28,Lucknow,40.3,60,0.0,13.7,Foggy,Muskmelon
2023-03-28,Chennai,18.0,28,0.0,40.8,Cloudy,Barley
2024-01-06,Hyderabad,36.5,73,243.8,28.6,Hazy,Millets
2022-02-28,Bangalore,23.4,65,0.0,43.3,Rainy,Pumpkin
2022-10-08,Patna,44.7,55,0.0,21.1,Rainy,Pumpkin
2023-02-10,Mumbai,32.0,44,0.0,35.9,Stormy,Bitter Gourd
2018-05-25,Kolkata,16.9,54,0.0,18.6,Rainy,Gram
2017-10-20,Hyderabad,25.0,48,227.3,36.0,Stormy,Pumpkin
2019-09-23,Pune,44.1,95,0.0,8.6,Sunny,Pumpkin
2022-08-07,Hyderabad,44.6,21,274.9,34.7,Sunny,Millets
2016-05-21,Nagpur,35.6,45,0.0,41.3,Foggy,Pumpkin
2019-09-15,Bhopal,25.0,71,0.0,42.3,Rainy,Cucumber
2018-06-28,Visakhapatnam,25.8,29,192.6,27.2,Hazy,Rice
2016-10-07,Indore,28.4,20,0.0,13.6,Stormy,Cucumber
2020-08-27,Hyderabad,20.3,49,0.0,34.9,Drizzle,Pumpkin
2024-04-16,Indore,19.6,72,187.0,3.8,Drizzle,Cucumber
2019-05-09,Jaipur,15.4,64,0.0,21.3,Rainy,Mustard
2015-12-24,Bhopal,21.7,86,0.0,46.2,Cloudy,Pumpkin
2018-07-21,Pune,14.4,76,0.0,31.1,Hazy,Gram
2018-02-18,Nagpur,10.9,21,0.0,21.1,Rainy,Mustard
2017-11-29,Indore,42.8,99,0.0,23.4,Cloudy,Muskmelon
2017-06-20,Lucknow,36.6,73,0.0,34.2,Rainy,Watermelon
2024-04-15,Hyderabad,34.1,29,0.0,16.1,Stormy,Pumpkin
2021-10-02,Mumbai,36.4,21,1.9,32.1,Stormy,Bitter Gourd
2019-02-09,Bhopal,37.6,26,0.0,45.1,Cloudy,Bitter Gourd
2018-08-04,Indore,41.5,22,0.0,15.7,Cloudy,Muskmelon
2024-06-28,Kolkata,38.7,51,19.6,32.8,Hazy,Watermelon
2022-02-19,Delhi,14.7,98,60.3,16.0,Drizzle,Bitter Gourd
2015-05-24,Patna,38.2,39,0.0,45.0,Foggy,Bitter Gourd
2023-01-14,Coimbatore,12.5,34,0.0,28.9,Rainy,Mustard
2024-08-23,Visakhapatnam,33.2,27,0.0,50.0,Rainy,Muskmelon
2016-12-28,Jaipur,14.5,43,0.0,36.3,Cloudy,Wheat
2021-03-28,Hyderabad,40.1,49,11.8,24.9,Rainy,Cucumber
2021-04-09,Bangalore,16.0,45,0.0,22.0,Sunny,Gram
2024-02-12,Coimbatore,23.7,85,0.0,26.1,Sunny,Muskmelon
2022-08-23,Coimbatore,24.1,81,0.0,38.4,Sunny,Cucumber
2017-09-06,Indore,33.9,53,0.0,21.6,Sunny,Pumpkin
2019-04-22,Hyderabad,35.0,89,196.4,42.0,Rainy,Pigeon Pea
2019-09-09,Chandigarh,44.9,20,0.0,0.5,Sunny,Watermelon
2017-10-29,Lucknow,29.6,93,241.2,24.7,Sunny,Soybean
2023-03-16,Nagpur,44.9,80,298.2,25.8,Rainy,Jute
2021-05-19,Nagpur,14.4,40,0.0,30.5,Foggy,Wheat
2022-04-21,Nagpur,27.8,96,140.4,19.0,Sunny,Cotton
2024-02-26,Bangalore,24.5,87,0.0,46.2,Sunny,Muskmelon
2021-12-14,Visakhapatnam,27.5,52,0.0,43.6,Cloudy,Pumpkin
2019-10-14,Delhi,18.0,69,0.0,18.8,Cloudy,Barley
2024-05-13,Hyderabad,27.3,69,0.0,36.2,Sunny,Muskmelon
2015-11-09,Delhi,20.8,74,0.0,15.8,Foggy,Pumpkin
2021-11-23,Visakhapatnam,17.5,86,0.0,6.4,Stormy,Mustard
2023-07-14,Hyderabad,11.4,33,0.0,25.8,Stormy,Wheat
2015-02-12,Pune,15.7,61,0.0,40.0,Cloudy,Wheat
2015-02-13,Bangalore,38.7,75,0.0,13.4,Hazy,Pumpkin
2016-05-29,Mumbai,29.6,37,0.0,33.1,Foggy,Bitter Gourd
2017-11-19,Pune,40.6,48,0.0,29.2,Rainy,Cucumber
2023-03-27,Lucknow,39.5,59,215.9,12.5,Sunny,Rice
2017-12-16,Patna,21.2,57,198.1,24.3,Sunny,Bitter Gourd
2020-02-18,Kochi,29.8,98,0.0,48.5,Drizzle,Pumpkin
2021-06-17,Hyderabad,10.9,96,0.0,46.8,Stormy,Peas
2023-03-09,Delhi,13.9,21,0.0,7.8,Sunny,Wheat
2015-02-09,Jaipur,19.8,70,200.1,23.1,Sunny,Watermelon
2024-11-02,Kochi,33.1,41,0.0,15.3,Stormy,Muskmelon
2018-07-23,Mumbai,40.1,51,0.0,15.1,Sunny,Pumpkin
2015-05-05,Bangalore,31.0,41,0.0,6.5,Stormy,Watermelon
2021-08-06,Bhopal,14.6,98,0.0,1.8,Cloudy,Lentils
2022-11-04,Pune,24.5,80,0.0,18.0,Rainy,Muskmelon
2020-08-11,Bhopal,18.5,27,0.0,14.6,Drizzle,Barley
2022-04-15,Ahmedabad,20.5,27,0.0,25.6,Hazy,Muskmelon
2021-10-11,Jaipur,44.2,20,276.2,1.6,Sunny,Groundnut
2022-06-15,Lucknow,14.2,92,110.2,19.5,Foggy,Pumpkin
2023-08-27,Delhi,25.3,70,0.0,18.8,Hazy,Cucumber
2016-01-26,Chandigarh,19.2,24,0.0,45.7,Rainy,Lentils
2015-12-20,Coimbatore,39.4,67,0.0,2.8,Foggy,Muskmelon
2017-08-04,Lucknow,11.3,92,18.0,8.3,Rainy,Lentils
2015-01-18,Jaipur,34.0,74,123.5,6.6,Foggy,Cotton
2018-08-15,Ahmedabad,16.4,70,0.0,21.6,Stormy,Mustard
2015-07-26,Kochi,16.2,44,0.0,24.0,Stormy,Wheat
2016-07-11,Nagpur,15.8,91,0.0,25.0,Drizzle,Peas
2017-08-27,Chandigarh,43.8,35,290.7,4.3,Hazy,Pigeon Pea
2023-01-13,Ahmedabad,15.9,54,0.0,30.9,Stormy,Mustard
2022-08-13,Ahmedabad,22.3,55,0.0,17.8,Stormy,Muskmelon
2021-08-09,Visakhapatnam,19.2,41,0.0,4.3,Foggy,Lentils
2018-02-20,Delhi,19.5,92,0.0,12.6,Drizzle,Peas
2017-06-02,Delhi,11.0,37,0.0,47.2,Hazy,Lentils
2018-03-12,Lucknow,25.5,87,159.4,22.1,Stormy,Soybean
2021-08-11,Nagpur,16.0,47,0.0,18.7,Rainy,Barley
2020-03-27,Patna,22.5,80,0.0,41.4,Rainy,Watermelon
2022-11-09,Indore,26.3,99,0.0,40.5,Rainy,Pumpkin
2023-12-10,Bangalore,21.5,100,137.7,24.5,Drizzle,Muskmelon
2022-11-16,Chandigarh,28.7,32,0.0,9.3,Sunny,Pumpkin
2024-11-24,Mumbai,42.9,54,0.0,17.1,Foggy,Bitter Gourd
2020-02-18,Nagpur,22.9,64,0.0,43.9,Drizzle,Pumpkin
2023-12-03,Pune,26.3,67,0.0,39.5,Foggy,Watermelon
2019-07-10,Pune,26.1,48,0.0,18.8,Rainy,Watermelon
2016-05-30,Kochi,15.1,73,0.0,7.2,Hazy,Peas
2016-11-13,Bangalore,39.9,53,27.3,26.9,Stormy,Cucumber
2020-03-10,Chandigarh,26.9,88,257.6,26.6,Stormy,Maize
2022-03-06,Delhi,36.8,96,0.0,1.6,Hazy,Pumpkin
2022-05-03,Jaipur,13.1,33,4.3,20.5,Hazy,Mustard
2017-06-30,Bhopal,43.9,60,0.0,28.3,Hazy,Bitter Gourd
2022-11-16,Indore,36.6,94,0.0,5.2,Stormy,Pumpkin
2019-03-26,Nagpur,26.4,62,0.0,21.0,Drizzle,Watermelon
2021-03-05,Nagpur,27.8,27,0.0,49.7,Stormy,Muskmelon
2023-08-24,Chandigarh,13.6,43,0.0,41.8,Sunny,Mustard
2024-08-18,Chandigarh,24.1,60,104.6,41.1,Foggy,Cucumber
2018-07-03,Kolkata,22.9,85,0.0,34.8,Sunny,Bitter Gourd
2016-08-11,Coimbatore,18.8,55,0.0,46.3,Cloudy,Lentils
2020-06-21,Patna,22.0,65,0.0,18.5,Hazy,Pumpkin
2021-03-17,Bangalore,20.5,58,0.0,17.7,Foggy,Cucumber
2024-03-23,Patna,44.8,32,0.0,1.7,Hazy,Cucumber
2016-09-28,Nagpur,34.5,93,0.0,49.7,Sunny,Cucumber
2022-05-08,Pune,24.7,38,0.0,44.4,Stormy,Cucumber
2016-11-12,Chandigarh,28.8,71,0.0,41.8,Drizzle,Muskmelon
2021-05-06,Ahmedabad,13.0,76,185.2,31.2,Sunny,Bitter Gourd
2017-08-09,Jaipur,20.2,29,150.5,33.6,Foggy,Cucumber
2020-07-05,Delhi,13.2,92,44.4,16.3,Rainy,Lentils
2024-03-20,Mumbai,28.6,93,0.0,14.4,Drizzle,Bitter Gourd
2024-09-12,Chennai,19.6,73,225.3,1.7,Drizzle,Pumpkin
2024-11-10,Bangalore,35.1,49,17.6,21.9,Rainy,Watermelon
2023-12-17,Kochi,19.0,74,13.9,19.9,Cloudy,Barley
2019-05-25,Kolkata,15.3,51,0.0,47.7,Foggy,Mustard
2021-04-05,Pune,40.1,88,0.0,2.1,Hazy,Muskmelon
2021-01-14,Indore,16.4,92,55.8,1.3,Cloudy,Muskmelon
2023-01-12,Nagpur,24.5,94,0.0,8.0,Cloudy,Muskmelon
2022-01-11,Bhopal,36.9,46,106.6,35.7,Cloudy,Soybean
2024-03-03,Jaipur,40.9,86,0.0,30.7,Rainy,Pumpkin
2016-10-11,Visakhapatnam,24.8,65,0.0,13.3,Drizzle,Pumpkin
2022-04-14,Hyderabad,32.2,79,0.0,37.9,Cloudy,Pumpkin
2020-12-26,Nagpur,22.9,33,63.4,33.8,Drizzle,Pumpkin
2023-04-29,Patna,30.0,72,144.6,2.8,Sunny,Groundnut
2024-04-13,Pune,10.2,53,0.0,1.7,Rainy,Mustard
2022-06-01,Coimbatore,25.9,35,103.8,47.6,Foggy,Rice
2016-05-26,Pune,31.2,85,223.1,32.1,Stormy,Groundnut
2020-01-15,Visakhapatnam,19.8,46,0.0,8.3,Drizzle,Mustard
2023-12-03,Patna,16.4,65,0.0,39.4,Sunny,Wheat
2024-10-21,Visakhapatnam,20.6,86,0.0,12.1,Hazy,Muskmelon
2024-02-20,Jaipur,42.7,25,0.0,40.5,Drizzle,Bitter Gourd
2018-04-05,Hyderabad,35.7,22,0.0,18.4,Stormy,Bitter Gourd
2019-05-16,Jaipur,13.3,57,0.0,16.1,Stormy,Peas
2022-02-21,Bangalore,12.8,64,0.0,27.4,Rainy,Mustard
2016-08-09,Chennai,44.0,66,0.0,13.9,Hazy,Bitter Gourd
2018-09-11,Chandigarh,41.2,40,0.0,34.9,Foggy,Watermelon
2021-03-02,Coimbatore,43.3,95,235.1,28.9,Foggy,Maize
2015-06-13,Indore,19.8,27,0.0,39.8,Foggy,Wheat
2022-04-16,Pune,15.6,50,144.6,29.7,Drizzle,Pumpkin
2024-10-18,Lucknow,13.5,53,274.5,12.5,Drizzle,Bitter Gourd
2018-08-27,Nagpur,24.3,34,0.0,13.0,Sunny,Watermelon
2024-03-07,Visakhapatnam,14.4,25,0.0,13.3,Drizzle,Peas
2021-08-10,Indore,34.9,89,191.1,1.5,Hazy,Millets
2017-10-08,Hyderabad,27.3,31,0.0,35.4,Drizzle,Bitter Gourd
2015-01-08,Indore,21.9,57,0.0,21.3,Stormy,Cucumber
2016-11-28,Bangalore,14.0,47,0.0,35.3,Hazy,Wheat
2021-12-28,Chandigarh,12.8,30,169.2,41.3,Stormy,Muskmelon
2021-03-07,Chandigarh,38.8,91,242.2,19.6,Hazy,Jute
2017-01-06,Coimbatore,17.1,25,182.5,0.4,Drizzle,Bitter Gourd
2017-08-13,Patna,41.6,88,40.7,13.3,Sunny,Pumpkin
2021-02-28,Ahmedabad,24.0,30,101.0,29.3,Sunny,Cucumber
2022-04-04,Patna,35.6,27,0.0,19.3,Foggy,Watermelon
2021-04-18,Visakhapatnam,15.4,51,0.0,8.5,Sunny,Peas
2024-06-20,Lucknow,12.1,86,0.0,48.5,Cloudy,Wheat
2017-01-17,Delhi,16.1,69,0.0,47.1,Hazy,Mustard
2017-01-12,Ahmedabad,11.9,83,0.0,38.6,Sunny,Wheat
2022-11-02,Lucknow,14.1,46,0.0,31.4,Foggy,Mustard
2019-06-14,Delhi,24.4,68,0.0,2.3,Stormy,Watermelon
2015-01-31,Patna,12.0,97,0.0,43.8,Stormy,Gram
2015-06-29,Chandigarh,24.8,74,0.0,6.6,Sunny,Pumpkin
2020-12-04,Kolkata,44.2,50,247.7,35.2,Drizzle,Rice
2022-05-12,Pune,16.2,50,0.0,17.8,Hazy,Wheat
2019-08-14,Bangalore,23.8,97,0.0,11.0,Foggy,Muskmelon
2017-09-22,Bhopal,41.7,73,54.4,45.7,Hazy,Pumpkin
2022-04-14,Jaipur,17.9,39,259.6,5.5,Cloudy,Watermelon
2023-05-03,Kochi,25.0,34,0.0,22.7,Foggy,Pumpkin
2018-06-28,Pune,38.9,27,39.6,12.6,Hazy,Muskmelon
2023-05-03,Coimbatore,16.6,30,0.0,22.3,Hazy,Mustard
2020-02-17,Chandigarh,37.9,49,0.0,23.6,Rainy,Cucumber
2024-07-20,Kolkata,16.8,28,3.9,42.4,Sunny,Lentils
2017-07-14,Kochi,10.5,44,0.0,2.8,Foggy,Mustard
2021-06-19,Pune,27.7,55,0.0,0.0,Cloudy,Cucumber
2016-11-12,Ahmedabad,11.4,87,74.7,17.0,Hazy,Watermelon
2017-09-12,Mumbai,36.2,83,213.8,10.3,Foggy,Millets
2015-01-27,Delhi,27.1,36,0.0,40.3,Sunny,Pumpkin
2018-03-25,Jaipur,28.4,58,0.0,3.6,Rainy,Cucumber
2015-04-28,Patna,13.2,85,181.8,18.7,Rainy,Pumpkin
2019-05-22,Jaipur,13.3,26,242.0,12.9,Foggy,Bitter Gourd
2015-01-15,Mumbai,13.4,98,0.0,24.6,Hazy,Mustard
2022-04-13,Coimbatore,21.0,72,0.0,42.5,Sunny,Watermelon
2016-10-24,Bhopal,29.0,76,0.0,7.1,Cloudy,Pumpkin
2020-08-07,Nagpur,42.5,50,184.9,11.5,Foggy,Pigeon Pea
2021-12-07,Visakhapatnam,20.1,25,0.0,12.8,Hazy,Muskmelon
2015-03-11,Bhopal,22.3,55,0.0,25.0,Hazy,Muskmelon
2018-03-05,Visakhapatnam,40.0,81,0.0,49.8,Rainy,Watermelon
2024-04-21,Hyderabad,36.7,51,0.0,31.2,Sunny,Pumpkin
2020-08-01,Visakhapatnam,42.7,37,0.0,42.0,Sunny,Muskmelon
2016-02-11,Nagpur,14.0,96,182.3,41.0,Rainy,Watermelon
2023-04-18,Chandigarh,31.5,77,251.0,4.9,Hazy,Soybean
2020-05-07,Bhopal,37.0,58,84.0,25.4,Cloudy,Watermelon
